Frequency (cm-1),Normalized YbOH Absorption
17345.2623,0.0016139439710594445
17345.2625,0.0028495533238767122
17345.2628,0.003815877079427312
17345.2631,0.0013792285931227594
17345.2634,0.002289361456892577
17345.2636,0.0026712515876837982
17345.264,0.002390150820487094
17345.2643,0.0013312030136422397
17345.2645,0.0023701923801959495
17345.2647,0.0031251525953415694
17345.265,0.0021079537641453725
17345.2653,0.004515610133050165
17345.2656,0.004639602064306828
17345.2658,0.005367207005842355
17345.2661,0.003336603082802455
17345.2662,0.0021374173662430064
17345.2666,0.0032853653467366578
17345.2669,0.002141733763694256
17345.2672,0.0016337077691880577
17345.2674,0.003052921436856412
17345.2676,0.006270387451044554
17345.268,0.004428778196784262
17345.2681,0.004197531234218047
17345.2684,0.0036239187732936434
17345.2687,0.002100226014170053
17345.2689,0.003249113377535961
17345.2693,0.0013524562350333022
17345.2695,0.003094474084383618
17345.2698,-0.00029843202202482094
17345.2701,0.004772561712865264
17345.2703,0.0015681730397837002
17345.2706,0.002615780773629262
17345.2709,0.002462514148836164
17345.2711,0.0012827320721807648
17345.2714,0.0016655133805538694
17345.2717,0.003114501000135941
17345.272,0.002175174195617826
17345.2723,0.0018630718857850803
17345.2724,0.0027014847686329673
17345.2727,0.002224961623191274
17345.2731,0.0030986055355622455
17345.2733,0.0020490551318021813
17345.2736,0.001997982038141477
17345.2738,0.0014092033024600812
17345.2741,0.0020373889600919255
17345.2744,0.0028782114344915247
17345.2746,0.0016087485993598678
17345.2749,0.0020812164319930324
17345.275,0.0034599939406687263
17345.2754,0.003459231268083408
17345.2756,0.0027881056107555715
17345.276,0.002494536805219199
17345.2762,0.0007729556459863142
17345.2765,0.0028939752696658773
17345.2767,0.002178675563428701
17345.277,0.0023075691516637933
17345.2773,0.0015479210016048762
17345.2776,0.0018922511901635906
17345.2778,0.0031239029283107182
17345.278,0.0018108131413296542
17345.2784,0.0024960966540036136
17345.2786,0.002686297057326522
17345.2789,0.0016432111181511728
17345.2792,0.0029691865855002563
17345.2795,0.0027316683949098978
